id,address,suburb,region,distance_from_cbd_km,property_type,bedrooms,bathrooms,car_spots,land_size_sqm,building_area_sqm,year_built,sale_date,sale_method,price
2426,127 Park Cres,Doncaster,Eastern,15,House,3,3,2.0,500,154.0,1941.0,2024-06-08,S,1156000.0
2427,85 Union St,Preston,Northern,9,Unit/Apartment,2,2,0.0,0,136.0,1919.0,2024-06-08,S,657000.0
2428,87 Beach Rd,Richmond,Inner,3,House,3,2,0.0,465,154.0,,2024-06-08,S,1433000.0
2429,23 Cook St,Carlton,Inner,2,House,3,2,0.0,528,146.0,2003.0,2024-06-09,SP,1443000.0
2430,40 Riverside Dr,Point Cook,Outer West,24,House,3,2,0.0,526,179.0,1942.0,2024-06-09,S,951000.0
2431,99 Somerset Cl,Toorak,Inner East,5,House,3,2,2.0,489,177.0,1925.0,2024-06-10,S,2071000.0
2432,84 Albert Rd,Fitzroy,Inner,3,House,3,2,1.0,403,190.0,1905.0,2024-06-10,SP,1675000.0
2433,6 High St,Coburg,Northern,8,House,4,2,2.0,623,173.0,1934.0,2024-06-10,S,1115000.0
2434,89 Maple Ct,Box Hill,Eastern,14,Unit/Apartment,1,1,0.0,0,109.0,1983.0,2024-06-10,SP,532000.0
2435,87 Grove St,Footscray,Inner West,6,Unit/Apartment,2,2,2.0,0,131.0,2000.0,2024-06-11,SP,736000.0
2436,32 Albert Rd,Point Cook,Outer West,24,House,3,2,3.0,443,127.0,2011.0,2024-06-11,PI,845000.0
2437,124 Elm Gr,Werribee,Outer West,32,House,3,2,1.0,354,176.0,2011.0,2024-06-11,S,525000.0
2438,22 Station Rd,Toorak,Inner East,5,House,3,3,1.0,898,132.0,2010.0,2024-06-11,SP,2669000.0
2439,112 Maple Ct,Sunshine,Western,13,House,4,3,0.0,310,182.0,1945.0,2024-06-11,S,791000.0
2440,121 Clarke St,Camberwell,Inner East,9,House,3,3,0.0,335,164.0,1923.0,2024-06-12,S,1419000.0
2441,192 Nicholson St,Preston,Northern,9,House,2,1,1.0,365,135.0,1960.0,2024-06-12,SA,1046000.0
2442,126 Cook St,Ringwood,Outer East,24,House,4,3,0.0,623,184.0,1975.0,2024-06-12,S,944000.0
2443,196 Wellington Pde,Frankston,South East,41,House,2,2,0.0,539,124.0,1961.0,2024-06-12,S,560000.0
2444,56 Bridge St,Essendon,North West,9,House,2,1,3.0,783,114.0,2015.0,2024-06-12,SP,1813000.0
2445,118 Empire Ave,Hawthorn,Inner East,6,House,2,2,3.0,424,123.0,1932.0,2024-06-13,S,1619000.0
2446,197 Ryan Ave,Sandringham,Bayside,15,House,2,1,0.0,684,139.0,1905.0,2024-06-13,S,1324000.0
2447,167 Church St,Kew,Inner East,6,Townhouse,2,2,2.0,215,142.0,1931.0,2024-06-14,S,1443000.0
2448,110 Elm Gr,Ringwood,Outer East,24,House,1,1,1.0,519,104.0,1978.0,2024-06-14,SP,755000.0
2449,4 Grove St,Moonee Ponds,North West,7,House,3,2,1.0,884,167.0,2000.0,2024-06-14,S,1593000.0
2450,40 Beach Rd,Glen Waverley,Eastern,18,House,2,2,2.0,434,130.0,1951.0,2024-06-14,S,1099000.0
2451,66 Maple Ct,Glen Waverley,Eastern,18,Unit/Apartment,1,1,2.0,0,107.0,1963.0,2024-06-15,SA,654000.0
2452,187 Albert Rd,Pakenham,Outer South East,55,Unit/Apartment,2,1,1.0,0,135.0,2018.0,2024-06-15,SP,323000.0
2453,173 Somerset Cl,Kew,Inner East,6,House,2,1,2.0,592,121.0,1959.0,2024-06-15,S,2188000.0
2454,184 Grove St,Craigieburn,Outer North,26,House,4,2,0.0,520,162.0,2017.0,2024-06-15,PI,588000.0
2455,164 Beach Rd,Carlton,Inner,2,House,3,2,2.0,400,185.0,1928.0,2024-06-15,S,974000.0
2456,129 Clarke St,Camberwell,Inner East,9,House,3,2,1.0,474,168.0,1931.0,2024-06-15,S,1364000.0
2457,26 Union St,Kew,Inner East,6,Unit/Apartment,2,1,1.0,0,123.0,1945.0,2024-06-15,S,930000.0
2458,24 Riverside Dr,Doncaster,Eastern,15,Unit/Apartment,1,1,1.0,0,96.0,1926.0,2024-06-16,S,636000.0
2459,151 Nicholson St,Brunswick,Northern,5,House,4,3,3.0,308,179.0,1938.0,2024-06-17,S,1619000.0
2460,167 Nicholson St,Box Hill,Eastern,14,House,3,2,0.0,659,146.0,1923.0,2024-06-17,S,1198000.0
2461,184 Grove St,Epping,Outer North,20,Unit/Apartment,2,1,0.0,0,107.0,1929.0,2024-06-18,PI,437000.0
2462,38 Union St,Box Hill,Eastern,14,House,3,2,0.0,849,175.0,2018.0,2024-06-18,VB,1300000.0
2463,23 Ryan Ave,Yarraville,Inner West,8,Townhouse,1,1,0.0,296,89.0,1957.0,2024-06-18,SP,762000.0
2464,68 Beach Rd,Camberwell,Inner East,9,House,3,3,2.0,711,147.0,2013.0,2024-06-18,SA,2276000.0
2465,174 Grove St,Brighton,Bayside,11,Unit/Apartment,1,1,2.0,0,93.0,2014.0,2024-06-19,PI,964000.0
2466,19 Victoria Ave,Berwick,Outer South East,42,Unit/Apartment,1,1,2.0,0,118.0,1934.0,2024-06-19,S,254000.0
2467,183 Station Rd,Berwick,Outer South East,42,House,3,3,1.0,465,180.0,1902.0,2024-06-19,SP,677000.0
2468,66 Beach Rd,Werribee,Outer West,32,Unit/Apartment,1,1,2.0,0,84.0,1954.0,2024-06-20,PI,318000.0
2469,178 Elm Gr,Sandringham,Bayside,15,Unit/Apartment,2,1,2.0,0,136.0,2008.0,2024-06-20,SP,1099000.0
2470,170 Riverside Dr,Footscray,Inner West,6,Townhouse,1,1,0.0,194,94.0,1910.0,2024-06-20,VB,704000.0
2471,12 Maple Ct,Footscray,Inner West,6,House,4,2,2.0,387,221.0,1923.0,2024-06-20,SP,1164000.0
2472,29 Albert Rd,Brighton,Bayside,11,Unit/Apartment,1,1,0.0,0,97.0,1915.0,2024-06-20,SP,865000.0
2473,123 Cook St,South Yarra,Inner,4,House,4,3,3.0,498,177.0,1952.0,2024-06-21,S,1497000.0
2474,6 High St,Reservoir,Northern,12,Townhouse,1,1,0.0,220,108.0,1938.0,2024-06-21,PI,515000.0
2475,113 Cook St,Ringwood,Outer East,24,House,3,2,1.0,431,147.0,1915.0,2024-06-21,S,801000.0
2476,143 High St,Hawthorn,Inner East,6,House,2,1,1.0,487,146.0,2006.0,2024-06-22,S,1456000.0
2477,126 Nicholson St,Point Cook,Outer West,24,Townhouse,3,2,1.0,289,188.0,1967.0,2024-06-22,SP,580000.0
2478,150 Riverside Dr,Craigieburn,Outer North,26,House,2,1,2.0,593,153.0,1904.0,2024-06-22,S,676000.0
2479,160 Elm Gr,Coburg,Northern,8,House,3,3,2.0,311,170.0,1939.0,2024-06-22,PI,1061000.0
2480,173 Victoria Ave,Moonee Ponds,North West,7,Townhouse,2,2,0.0,216,145.0,1929.0,2024-06-23,S,921000.0
2481,157 Grove St,Point Cook,Outer West,24,House,3,2,1.0,586,153.0,1918.0,2024-06-23,S,797000.0
2482,94 Wellington Pde,Frankston,South East,41,Unit/Apartment,1,1,0.0,0,103.0,1974.0,2024-06-23,S,291000.0
2483,197 Albert Rd,Carlton,Inner,2,House,1,1,1.0,470,102.0,1909.0,2024-06-24,SP,1195000.0
2484,86 Albert Rd,Southbank,Inner,2,Unit/Apartment,2,2,1.0,0,116.0,1901.0,2024-06-24,PI,932000.0
2485,33 Union St,Sandringham,Bayside,15,House,2,2,2.0,749,,2003.0,2024-06-24,S,1601000.0
2486,50 Clarke St,Malvern,Inner East,8,House,3,2,1.0,488,140.0,1907.0,2024-06-24,S,2202000.0
2487,119 Station Rd,Melbourne CBD,Inner,1,House,3,3,2.0,805,148.0,2015.0,2024-06-26,S,2367000.0
2488,155 Grove St,Epping,Outer North,20,Unit/Apartment,2,2,1.0,0,144.0,2019.0,2024-06-26,S,444000.0
2489,114 Beach Rd,Camberwell,Inner East,9,Unit/Apartment,1,1,3.0,0,101.0,1944.0,2024-06-27,S,848000.0
2490,93 Bridge St,Sandringham,Bayside,15,House,2,1,1.0,462,116.0,1903.0,2024-06-27,S,1318000.0
2491,189 Park Cres,Epping,Outer North,20,Unit/Apartment,2,1,0.0,0,119.0,2018.0,2024-06-27,S,442000.0
2492,43 Albert Rd,Sunshine,Western,13,House,3,2,0.0,703,155.0,1913.0,2024-06-27,S,835000.0
2493,140 High St,Sandringham,Bayside,15,House,3,2,2.0,797,167.0,1972.0,2024-06-27,S,1788000.0
2494,151 Park Cres,Camberwell,Inner East,9,House,3,3,2.0,461,147.0,1933.0,2024-06-27,S,1987000.0
2495,23 Maple Ct,Epping,Outer North,20,Townhouse,2,2,0.0,265,151.0,2004.0,2024-06-28,S,490000.0
2496,148 Ryan Ave,Williamstown,Inner West,10,Townhouse,3,3,1.0,271,156.0,1952.0,2024-06-28,S,1136000.0
2497,126 Grove St,Malvern,Inner East,8,House,2,1,1.0,323,151.0,2017.0,2024-06-28,S,1767000.0
2498,84 Beach Rd,Melbourne CBD,Inner,1,House,4,3,1.0,772,172.0,2017.0,2024-06-29,SP,2690000.0
2499,122 Station Rd,Moonee Ponds,North West,7,House,2,1,0.0,374,127.0,1975.0,2024-06-30,S,1016000.0
2500,22 Ryan Ave,Camberwell,Inner East,9,Unit/Apartment,1,1,0.0,0,104.0,1914.0,2024-06-30,SP,687000.0
2501,56 Bridge St,Richmond,Inner,3,Townhouse,2,1,0.0,175,142.0,1967.0,2024-07-01,S,916000.0
2502,104 Station Rd,Brunswick,Northern,5,Unit/Apartment,1,1,1.0,0,105.0,1980.0,2024-07-01,PI,700000.0
2503,178 Union St,Berwick,Outer South East,42,Unit/Apartment,2,2,3.0,0,129.0,1945.0,2024-07-01,S,385000.0
2504,185 Wellington Pde,South Yarra,Inner,4,House,3,2,0.0,806,177.0,1987.0,2024-07-01,PI,2295000.0
2505,157 Clarke St,Epping,Outer North,20,House,2,1,2.0,722,144.0,1985.0,2024-07-02,S,806000.0
2506,175 Park Cres,Dandenong,South East,30,House,2,2,1.0,856,158.0,1924.0,2024-07-02,SP,823000.0
2507,42 Wellington Pde,Craigieburn,Outer North,26,House,4,2,1.0,858,187.0,1946.0,2024-07-03,SP,763000.0
2508,183 Union St,Epping,Outer North,20,House,4,2,0.0,705,183.0,1974.0,2024-07-03,S,836000.0
2509,151 Wellington Pde,Box Hill,Eastern,14,Townhouse,6,4,2.0,145,242.0,1952.0,2024-07-03,S,986000.0
2510,64 Station Rd,Kew,Inner East,6,House,1,1,2.0,384,105.0,1988.0,2024-07-03,S,1723000.0
2511,82 Somerset Cl,Glen Waverley,Eastern,18,Townhouse,3,3,0.0,136,177.0,,2024-07-03,S,776000.0
2512,17 Empire Ave,Brunswick,Northern,5,House,2,2,0.0,422,146.0,1950.0,2024-07-03,S,1420000.0
2513,128 Clarke St,Richmond,Inner,3,Townhouse,3,2,1.0,226,162.0,1979.0,2024-07-03,S,1201000.0
2514,95 High St,Glen Waverley,Eastern,18,House,3,2,1.0,443,184.0,2001.0,2024-07-03,S,1146000.0
2515,31 Church St,Williamstown,Inner West,10,Unit/Apartment,2,1,0.0,0,147.0,2013.0,2024-07-04,SA,838000.0
2516,81 Church St,Epping,Outer North,20,Townhouse,2,2,0.0,223,105.0,1962.0,2024-07-04,PI,570000.0
2517,50 High St,Ringwood,Outer East,24,Townhouse,2,2,0.0,138,150.0,1949.0,2024-07-05,S,416000.0
2518,154 High St,Craigieburn,Outer North,26,Townhouse,2,2,1.0,215,121.0,1927.0,2024-07-05,PI,384000.0
2519,159 Maple Ct,Frankston,South East,41,Townhouse,2,2,1.0,196,143.0,1921.0,2024-07-05,S,405000.0
2520,7 Cook St,Hawthorn,Inner East,6,House,3,2,0.0,337,183.0,1954.0,2024-07-05,S,1434000.0
2521,74 Ryan Ave,Toorak,Inner East,5,Unit/Apartment,1,1,2.0,0,106.0,1906.0,2024-07-05,S,1190000.0
2522,167 Elm Gr,Kew,Inner East,6,House,3,2,0.0,731,150.0,1930.0,2024-07-05,S,2255000.0
2523,35 Empire Ave,Melbourne CBD,Inner,1,Unit/Apartment,2,1,0.0,0,132.0,2011.0,2024-07-05,S,845000.0
2524,29 Beach Rd,Epping,Outer North,20,Townhouse,1,1,2.0,153,,1949.0,2024-07-06,S,430000.0
2525,91 Nicholson St,Southbank,Inner,2,Unit/Apartment,2,1,2.0,0,156.0,1981.0,2024-07-08,S,913000.0
2526,99 Elm Gr,Moonee Ponds,North West,7,Townhouse,3,2,1.0,247,169.0,2006.0,2024-07-08,SP,1129000.0
2527,144 Ryan Ave,Craigieburn,Outer North,26,Unit/Apartment,2,2,0.0,0,125.0,2006.0,2024-07-08,SP,330000.0
2528,109 Elm Gr,Carlton,Inner,2,Unit/Apartment,2,1,0.0,0,138.0,1994.0,2024-07-08,S,684000.0
2529,158 Ryan Ave,Hawthorn,Inner East,6,Townhouse,3,2,2.0,185,176.0,2008.0,2024-07-09,S,1098000.0
2530,34 Clarke St,Brighton,Bayside,11,Townhouse,3,3,3.0,280,139.0,1917.0,2024-07-09,SP,1529000.0
2531,119 Wellington Pde,Yarraville,Inner West,8,Townhouse,4,2,0.0,256,179.0,1944.0,2024-07-10,S,881000.0
2532,110 Beach Rd,Sandringham,Bayside,15,House,1,1,2.0,320,110.0,1959.0,2024-07-10,S,1226000.0
2533,17 Station Rd,Footscray,Inner West,6,House,4,4,4.0,560,147.0,2014.0,2024-07-11,S,1840000.0
2534,170 Union St,Point Cook,Outer West,24,Townhouse,4,4,0.0,233,175.0,1945.0,2024-07-11,S,640000.0
2535,84 Wellington Pde,Sandringham,Bayside,15,House,2,2,1.0,367,135.0,1928.0,2024-07-11,S,1334000.0
2536,21 Nicholson St,Frankston,South East,41,House,1,1,1.0,380,90.0,1931.0,2024-07-11,VB,503000.0
2537,95 Station Rd,Toorak,Inner East,5,Unit/Apartment,1,1,1.0,0,98.0,1956.0,2024-07-12,PI,1168000.0
2538,102 Station Rd,Toorak,Inner East,5,House,2,1,4.0,441,111.0,1985.0,2024-07-13,PI,1797000.0
2539,87 Elm Gr,Malvern,Inner East,8,House,4,3,0.0,822,163.0,1912.0,2024-07-13,VB,1995000.0
2540,22 Park Cres,Sunshine,Western,13,House,1,1,2.0,834,110.0,,2024-07-13,SP,867000.0
2541,105 Maple Ct,Sunshine,Western,13,Townhouse,2,2,1.0,151,135.0,2008.0,2024-07-13,S,475000.0
2542,158 Riverside Dr,Berwick,Outer South East,42,House,3,2,1.0,871,175.0,1999.0,2024-07-14,S,729000.0
2543,2 Church St,Southbank,Inner,2,Unit/Apartment,2,2,2.0,0,138.0,1964.0,2024-07-14,S,783000.0
2544,57 Nicholson St,Ringwood,Outer East,24,House,3,2,2.0,817,153.0,1942.0,2024-07-15,VB,1003000.0
2545,145 Maple Ct,Hawthorn,Inner East,6,House,2,1,2.0,378,122.0,1995.0,2024-07-15,S,1602000.0
2546,91 Bridge St,Williamstown,Inner West,10,House,2,1,2.0,395,134.0,1985.0,2024-07-16,S,1316000.0
2547,151 Victoria Ave,Hawthorn,Inner East,6,Townhouse,2,2,1.0,213,136.0,1970.0,2024-07-16,S,1078000.0
2548,22 Church St,South Yarra,Inner,4,Townhouse,2,2,1.0,207,126.0,1959.0,2024-07-16,S,1216000.0
2549,176 Clarke St,Sunshine,Western,13,House,4,2,2.0,630,184.0,1930.0,2024-07-16,S,848000.0
2550,142 Clarke St,Coburg,Northern,8,House,4,4,2.0,487,203.0,1940.0,2024-07-16,S,1360000.0
2551,89 Union St,Sandringham,Bayside,15,House,3,2,2.0,689,181.0,1935.0,2024-07-16,S,1581000.0
2552,61 Nicholson St,Dandenong,South East,30,Townhouse,3,2,1.0,176,174.0,1991.0,2024-07-17,S,500000.0
2553,180 Elm Gr,Melbourne CBD,Inner,1,House,3,2,4.0,320,172.0,1955.0,2024-07-17,SP,1317000.0
2554,37 Riverside Dr,Coburg,Northern,8,House,1,1,1.0,727,120.0,1900.0,2024-07-17,S,1015000.0
2555,58 Ryan Ave,Southbank,Inner,2,Unit/Apartment,3,3,0.0,0,189.0,2018.0,2024-07-17,S,934000.0
2556,43 Park Cres,Frankston,South East,41,House,3,2,2.0,343,181.0,1925.0,2024-07-17,S,567000.0
2557,115 High St,Dandenong,South East,30,House,5,4,3.0,425,228.0,1948.0,2024-07-18,S,504000.0
2558,140 Union St,Epping,Outer North,20,House,2,1,2.0,729,,2023.0,2024-07-18,S,894000.0
2559,46 Station Rd,Williamstown,Inner West,10,House,4,3,2.0,744,215.0,1984.0,2024-07-19,S,1459000.0
2560,4 Victoria Ave,Toorak,Inner East,5,House,3,2,0.0,828,136.0,1985.0,2024-07-19,SP,2554000.0
2561,72 Somerset Cl,Doncaster,Eastern,15,House,2,2,1.0,381,128.0,1983.0,2024-07-19,S,1425000.0
2562,157 Bridge St,Preston,Northern,9,House,2,2,0.0,784,121.0,1989.0,2024-07-19,S,1166000.0
2563,10 Maple Ct,Craigieburn,Outer North,26,Unit/Apartment,1,1,2.0,0,117.0,1928.0,2024-07-19,S,318000.0
2564,95 Grove St,St Kilda,Bayside,6,House,4,3,0.0,499,180.0,1958.0,2024-07-19,S,1617000.0
2565,8 Ryan Ave,Moonee Ponds,North West,7,House,2,2,1.0,480,131.0,1927.0,2024-07-20,S,1247000.0
2566,73 Wellington Pde,Melbourne CBD,Inner,1,Townhouse,2,1,0.0,261,130.0,1932.0,2024-07-20,S,1103000.0
2567,196 High St,Frankston,South East,41,Townhouse,2,2,0.0,130,130.0,1966.0,2024-07-20,PI,469000.0
2568,52 Clarke St,Epping,Outer North,20,House,1,1,1.0,389,113.0,1949.0,2024-07-22,SA,581000.0
2569,94 Cook St,Sunshine,Western,13,House,3,2,3.0,666,170.0,2017.0,2024-07-22,S,761000.0
2570,166 Cook St,Dandenong,South East,30,House,4,3,3.0,748,206.0,1963.0,2024-07-22,SA,964000.0
2571,46 Ryan Ave,Box Hill,Eastern,14,House,1,1,0.0,412,94.0,1932.0,2024-07-22,S,675000.0
2572,117 Cook St,Werribee,Outer West,32,House,3,3,1.0,318,166.0,1928.0,2024-07-22,S,557000.0
2573,110 Cook St,Footscray,Inner West,6,House,4,3,1.0,462,213.0,2011.0,2024-07-22,S,1123000.0
2574,145 Park Cres,Pakenham,Outer South East,55,Unit/Apartment,2,1,1.0,0,107.0,1916.0,2024-07-22,SP,263000.0
2575,28 Elm Gr,Camberwell,Inner East,9,Unit/Apartment,1,1,0.0,0,122.0,1922.0,2024-07-23,S,979000.0
2576,166 Empire Ave,Doncaster,Eastern,15,House,3,2,0.0,625,176.0,1902.0,2024-07-23,SA,1366000.0
2577,26 Bridge St,Epping,Outer North,20,House,3,3,1.0,790,172.0,1961.0,2024-07-23,S,822000.0
2578,197 Union St,St Kilda,Bayside,6,House,1,1,1.0,795,100.0,1962.0,2024-07-24,SP,1386000.0
2579,137 Church St,Pakenham,Outer South East,55,House,3,3,3.0,563,135.0,1963.0,2024-07-24,S,569000.0
2580,160 Empire Ave,Yarraville,Inner West,8,House,4,3,3.0,510,176.0,1916.0,2024-07-24,SP,1182000.0
2581,181 Maple Ct,Berwick,Outer South East,42,House,2,1,2.0,636,129.0,1938.0,2024-07-24,S,679000.0
2582,45 Maple Ct,Fitzroy,Inner,3,House,2,2,1.0,859,135.0,1928.0,2024-07-25,S,1620000.0
2583,56 Church St,Carlton,Inner,2,Unit/Apartment,2,2,1.0,0,134.0,1958.0,2024-07-25,SP,973000.0
2584,36 Cook St,Kew,Inner East,6,House,4,3,0.0,341,170.0,1952.0,2024-07-25,S,2078000.0
2585,100 Union St,Richmond,Inner,3,House,2,1,1.0,757,121.0,1963.0,2024-07-25,S,1708000.0
2586,143 Empire Ave,Reservoir,Northern,12,House,3,2,1.0,795,169.0,2006.0,2024-07-27,S,946000.0
2587,113 Wellington Pde,Werribee,Outer West,32,Unit/Apartment,1,1,0.0,0,108.0,1919.0,2024-07-27,S,294000.0
2588,81 Maple Ct,Preston,Northern,9,Townhouse,3,2,2.0,161,162.0,2009.0,2024-07-27,S,843000.0
2589,62 Union St,Yarraville,Inner West,8,House,4,4,0.0,728,193.0,2018.0,2024-07-27,SP,1358000.0
2590,152 Riverside Dr,Fitzroy,Inner,3,Townhouse,2,2,2.0,221,,1931.0,2024-07-27,S,1116000.0
2591,124 Bridge St,Coburg,Northern,8,Townhouse,2,2,1.0,133,127.0,1991.0,2024-07-27,SA,821000.0
2592,28 Riverside Dr,Dandenong,South East,30,House,3,2,2.0,554,130.0,1972.0,2024-07-28,S,772000.0
2593,7 Wellington Pde,Toorak,Inner East,5,Townhouse,3,2,0.0,160,155.0,1941.0,2024-07-28,SP,1489000.0
2594,139 Clarke St,Kew,Inner East,6,House,3,3,0.0,566,153.0,1951.0,2024-07-29,SP,2399000.0
2595,45 Union St,Toorak,Inner East,5,House,3,2,0.0,342,162.0,1985.0,2024-07-30,SA,2310000.0
2596,23 Riverside Dr,Epping,Outer North,20,House,2,1,2.0,898,140.0,,2024-07-31,S,811000.0
2597,44 Elm Gr,Sunshine,Western,13,House,2,1,1.0,738,134.0,1947.0,2024-07-31,S,651000.0
2598,170 Bridge St,Carlton,Inner,2,House,2,2,2.0,395,105.0,1905.0,2024-07-31,S,1438000.0
2599,4 Wellington Pde,Pakenham,Outer South East,55,Townhouse,3,3,0.0,143,134.0,1902.0,2024-07-31,SP,392000.0
2600,144 Cook St,Craigieburn,Outer North,26,Townhouse,3,3,0.0,130,154.0,1920.0,2024-08-01,SP,468000.0
2601,93 Wellington Pde,Richmond,Inner,3,House,2,1,3.0,598,123.0,1921.0,2024-08-02,PI,1572000.0
2602,157 Nicholson St,Point Cook,Outer West,24,Unit/Apartment,1,1,2.0,0,105.0,2016.0,2024-08-02,S,418000.0
2603,195 Empire Ave,St Kilda,Bayside,6,House,3,2,1.0,534,145.0,1949.0,2024-08-02,S,1247000.0
2604,82 Clarke St,Brunswick,Northern,5,Townhouse,3,2,0.0,283,173.0,1955.0,2024-08-02,S,1075000.0
2605,107 Empire Ave,Glen Waverley,Eastern,18,House,5,3,2.0,552,233.0,1909.0,2024-08-02,SP,1450000.0
2606,43 Park Cres,Malvern,Inner East,8,House,2,1,0.0,621,119.0,1962.0,2024-08-02,S,1803000.0
2607,43 Bridge St,Dandenong,South East,30,Townhouse,2,2,0.0,281,116.0,1945.0,2024-08-03,PI,447000.0
2608,71 Victoria Ave,Essendon,North West,9,House,2,1,1.0,319,132.0,1940.0,2024-08-03,SA,1027000.0
2609,34 Ryan Ave,Dandenong,South East,30,House,2,2,1.0,595,144.0,1934.0,2024-08-03,VB,669000.0
2610,149 Clarke St,Preston,Northern,9,House,4,2,3.0,429,226.0,1983.0,2024-08-03,S,1151000.0
2611,11 Park Cres,Yarraville,Inner West,8,Unit/Apartment,1,1,2.0,0,94.0,1966.0,2024-08-03,SP,669000.0
2612,8 Riverside Dr,Southbank,Inner,2,House,4,2,4.0,878,194.0,1929.0,2024-08-03,S,1696000.0
2613,80 Albert Rd,Ringwood,Outer East,24,Unit/Apartment,1,1,0.0,0,,1916.0,2024-08-04,S,404000.0
2614,129 Somerset Cl,Berwick,Outer South East,42,House,3,2,2.0,670,167.0,1927.0,2024-08-05,PI,860000.0
2615,67 Empire Ave,St Kilda,Bayside,6,Unit/Apartment,3,2,2.0,0,165.0,1946.0,2024-08-05,S,675000.0
2616,8 Albert Rd,South Yarra,Inner,4,House,4,3,1.0,688,163.0,1922.0,2024-08-05,PI,1972000.0
2617,50 Park Cres,Williamstown,Inner West,10,House,1,1,3.0,824,93.0,1930.0,2024-08-06,S,1403000.0
2618,21 Somerset Cl,Pakenham,Outer South East,55,House,2,2,3.0,576,141.0,1965.0,2024-08-06,S,440000.0
2619,137 High St,St Kilda,Bayside,6,Unit/Apartment,1,1,0.0,0,90.0,1931.0,2024-08-06,S,781000.0
2620,136 Victoria Ave,Preston,Northern,9,Unit/Apartment,1,1,2.0,0,83.0,1966.0,2024-08-06,PI,672000.0
2621,126 Maple Ct,Footscray,Inner West,6,Unit/Apartment,1,1,2.0,0,83.0,1990.0,2024-08-06,SP,491000.0
2622,33 Union St,Kew,Inner East,6,Unit/Apartment,2,1,0.0,0,129.0,1978.0,2024-08-06,VB,948000.0
2623,192 Elm Gr,Glen Waverley,Eastern,18,House,4,2,2.0,828,205.0,1967.0,2024-08-07,S,1354000.0
2624,37 High St,Yarraville,Inner West,8,Unit/Apartment,1,1,2.0,0,119.0,1903.0,2024-08-07,SA,632000.0
2625,38 Victoria Ave,Moonee Ponds,North West,7,House,2,2,3.0,386,131.0,1907.0,2024-08-07,S,1213000.0
2626,129 Ryan Ave,Box Hill,Eastern,14,House,3,2,2.0,575,131.0,1901.0,2024-08-07,S,1276000.0
2627,14 Cook St,Epping,Outer North,20,House,2,1,2.0,867,144.0,1968.0,2024-08-07,S,862000.0
2628,99 Beach Rd,Fitzroy,Inner,3,House,3,3,1.0,478,190.0,1965.0,2024-08-07,PI,1403000.0
2629,87 Union St,Brighton,Bayside,11,Unit/Apartment,1,1,0.0,0,99.0,1965.0,2024-08-07,PI,718000.0
2630,72 High St,Reservoir,Northern,12,House,2,1,0.0,627,136.0,1970.0,2024-08-07,PI,1048000.0
2631,116 Beach Rd,Pakenham,Outer South East,55,House,3,2,1.0,742,160.0,1955.0,2024-08-08,SP,372000.0
2632,118 Union St,Carlton,Inner,2,Unit/Apartment,2,1,2.0,0,125.0,1905.0,2024-08-08,S,808000.0
2633,194 Somerset Cl,Williamstown,Inner West,10,Unit/Apartment,2,1,3.0,0,144.0,1924.0,2024-08-08,S,693000.0
2634,175 Beach Rd,Doncaster,Eastern,15,House,3,3,3.0,633,169.0,1900.0,2024-08-09,S,1329000.0
2635,199 Somerset Cl,Craigieburn,Outer North,26,House,2,2,0.0,857,138.0,1911.0,2024-08-09,S,590000.0
2636,185 Church St,Dandenong,South East,30,Unit/Apartment,1,1,0.0,0,109.0,1921.0,2024-08-10,S,248000.0
2637,82 Elm Gr,Sandringham,Bayside,15,Townhouse,1,1,1.0,135,119.0,2019.0,2024-08-10,SP,1050000.0
2638,141 Riverside Dr,Craigieburn,Outer North,26,Townhouse,2,1,0.0,188,136.0,1955.0,2024-08-10,S,328000.0
2639,143 Victoria Ave,Footscray,Inner West,6,House,3,2,1.0,408,174.0,1999.0,2024-08-10,SP,1127000.0
2640,13 Wellington Pde,Brunswick,Northern,5,House,2,1,3.0,814,133.0,1980.0,2024-08-10,SP,1473000.0
2641,130 Riverside Dr,Fitzroy,Inner,3,Unit/Apartment,2,1,1.0,0,139.0,1985.0,2024-08-10,SA,795000.0
2642,21 High St,Carlton,Inner,2,House,2,2,2.0,834,128.0,1940.0,2024-08-12,SP,1558000.0
2643,103 Station Rd,Doncaster,Eastern,15,House,2,2,3.0,617,148.0,2013.0,2024-08-12,SP,1255000.0
2644,127 Ryan Ave,Reservoir,Northern,12,Townhouse,1,1,0.0,204,118.0,1920.0,2024-08-12,S,459000.0
2645,181 Wellington Pde,Footscray,Inner West,6,Unit/Apartment,2,1,0.0,0,132.0,1975.0,2024-08-12,SA,628000.0
2646,127 Grove St,Craigieburn,Outer North,26,House,1,1,1.0,437,86.0,1972.0,2024-08-12,S,537000.0
2647,37 Riverside Dr,Pakenham,Outer South East,55,House,3,2,2.0,393,157.0,2019.0,2024-08-12,S,437000.0
2648,30 Nicholson St,St Kilda,Bayside,6,House,3,2,0.0,455,161.0,2007.0,2024-08-12,S,1565000.0
2649,115 Bridge St,St Kilda,Bayside,6,Unit/Apartment,2,1,3.0,0,132.0,2016.0,2024-08-12,S,816000.0
2650,129 Station Rd,Glen Waverley,Eastern,18,House,1,1,1.0,624,90.0,1982.0,2024-08-13,SA,931000.0
